레시피_아이디,재료_아이디,재료_이름,레시피_재료_순번,내용
6899420,327,두부,3,100g
6899420,2,양파,4,1/2개
6899420,26,대파,5,1뿌리
6899420,649,풋고추,6,1개
6899420,885,쌀뜨물,7,2컵(380ml)
6899420,226,설탕,8,1/3큰술
6899420,233,다진마늘,9,1큰술
6899420,282,굵은 고춧가루,10,2큰술
6899420,353,국간장,11,2큰술
6899442,83,바지락,1,400g
6899442,28,통마늘,2,6~7알
6899442,451,페페론치노,3,약간
6899442,766,쪽파,4,약간
6899442,197,버터,5,1큰술
6899442,585,소주,6,1/2컵
6899442,1005,물,7,1컵반
6899457,499,한우 소고기 (살치살),1,200g
6899457,26,대파(흰부분),2,1컵
6899457,508,식용유,3,2큰술
6899457,383,간장,4,1작은술
6899457,226,설탕,5,1작은술
6899457,481,굴소스,6,1작은술
6899457,233,다진마늘,7,1작은술
6899457,293,맛술,8,1큰술
6899457,666,참기름,9,약간
6899457,354,깨소금,10,약간
6899472,219,계란,1,1개
6899472,424,밥,2,1공기
6899472,1005,물,3,4컵
6899472,26,대파,4,1대
6899472,353,국간장,5,1/2스푼
6899472,501,소금,6,1/2스푼
6899472,666,참기름,7,1스푼
6899472,1026,멸치육수용,8,멸치
6899491,4,감자 작은거,1,2개
6899491,2,양파,2,1/2개
6899491,26,대파,3,2대
6899491,296,청양고추,4,3개
6899491,383,간장,5,3숟가락
6899491,345,물엿,6,2숟가락
6899491,233,다진마늘,7,1숟가락
6899491,282,굵은고추가루,9,3숟가락
6899491,1005,물,10,1대접
6899516,12,청경채,1,10개
6899516,1005,물,2,
6899516,508,식용유,3,2~3큰술
6899516,501,소금,4,1꼬집
6899516,26,다진 파,5,1줌
6899516,666,참기름,6,조금
6899516,755,진간장,7,
6899516,481,굴소스,8,1/2컵
6899516,226,설탕,9,1/5컵
6899516,1005,물,10,2컵
6899516,387,전분,11,1/4컵(소스양 조절)
6899521,219,계란,1,3개
6899521,218,우유,2,1/2컵(종이컵)
6899521,197,버터,3,1T
6899521,501,소금,4,3꼬집
6899521,226,설탕,5,1/3T
6899521,225,후추,6,톡톡
6899523,643,스팸,1,200g
6899523,5,파프리카,2,1/3개
6899523,2,양파,3,1/2개
6899523,219,계란,4,1개
6899523,742,튀김가루,5,2큰술
6899635,684,잔멸치,1,100g
6899635,193,호두,2,2개
6899635,183,땅콩,3,10개
6899635,755,진간장,4,1/2스푼(밥숟가락)
6899635,580,올리고당,5,1스푼
6899635,226,설탕,6,1/2스푼
6899635,666,참기름,7,1/3스푼
6899635,1005,생수,8,1스푼
6899641,118,돼지고기 앞다리살,1,500g
6899641,2,양파,2,1개
6899641,26,대파,3,1대
6899641,477,고추장,4,3스푼
6899641,224,고춧가루,5,4스푼
6899641,383,간장,6,4스푼
6899641,226,설탕,7,1스푼
6899641,947,매실청,8,2스푼
6899641,293,맛술,9,2스푼
6899641,233,다진 마늘,10,2스푼
6899641,666,참기름,11,약간
6899641,547,통깨,12,약간
6899641,225,후춧가루,13,약간
6899649,552,사각어묵,1,4장
6899649,2,양파,2,1/2개
6899649,26,파,3,조금
6899649,233,다진마늘,4,1/2큰술
6899649,226,설탕,5,1/2큰술
6899649,862,맛간장(시판용가능),6,2큰술
6899649,547,통깨,7,1작은술
6899649,666,참기름,8,1/2작은술
6899649,508,식용유,9,2큰술
6899649,1005,생수,10,2큰술
6899700,1005,물,1,1컵
6899700,2,양파,2,1/2개
6899700,296,청양고추,3,2개
6899700,226,설탕,4,1/2T
6899700,383,간장,5,1T
6899700,666,참기름,6,1/2T
6899700,291,깨,7,약간
6899700,225,후춧가루,8,약간
6899706,576,오징어채,1,150g
6899706,666,참기름,2,2T
6899706,347,청주나 미림,3,1T
6899706,383,간장,4,3T
6899706,226,설탕,5,1T
6899706,233,다진마늘,6,1T
6899706,580,올리고당,7,2T
6899706,291,깨,8,약간
6899765,424,밥,1,1공기
6899765,962,김치,2,1공기
6899765,26,대파,3,약간
6899765,219,계란,4,1개
6899765,508,식용유,5,약간
6899765,224,고춧가루,6,1/2큰술
6899765,383,간장,7,1+1/2큰술
6899765,666,참기름,8,1큰술
6899808,327,두부,1,1모
6899808,501,소금,2,약간
6899808,225,후추,3,약간
6899808,2,양파,4,1/4개
6899808,26,대파,5,1/4개
6899808,33,홍고추,6,약간
6899808,383,간장,7,2숟가락
6899808,293,맛술,8,2숟가락
6899808,1005,물,9,2숟가락
6899808,224,고춧가루,10,1숟가락
6899808,233,다진마늘,11,1/2숟가락
6899808,580,올리고당,12,1/2숟가락
6899831,31,배춧잎,1,5장
6899831,327,두부,2,1/2모
6899831,26,대파 썰어서,3,1줌
6899831,857,된장,4,2숟가락
6899831,233,다진마늘,5,1/2숟가락
6899831,323,멸치,6,8마리
6899831,89,다시마,7,2장
6899831,1005,물,8,700ml
6899849,37,도라지,1,300그람
6899849,683,청오이,2,2개
6899849,576,진미채,3,200그람
6899849,544,꽃소금,4,1스푼
6899849,226,설탕,5,4스푼
6899849,233,다진마늘,6,1스푼
6899849,477,고추장,7,2스푼
6899849,224,고추가루,8,2스푼
6899849,231,식초,9,2스푼
6899849,547,통깨,11,1스푼
6899874,340,삼겹살,1,300g
6899874,2,양파,2,1개
6899874,20,양배추,3,1/6통
6899874,219,계란,4,2개
6899874,383,간장,5,3T
6899874,345,물엿,6,3T
6899874,233,다진마늘,7,1T
6899874,225,후추,8,조금
6899874,501,소금,9,조금
6899885,82,꼬막,1,1kg
6899885,293,맛술(미온),2,1T
6899885,755,진간장,3,4T
6899885,224,고춧가루,4,1T
6899885,233,다진 마늘,5,1T
6899885,226,설탕,6,1T
6899885,227,꿀,7,1T
6899885,666,참기름,8,1T
6899885,547,통깨,9,1t
6899885,231,(옵션)식초,10,1t
6899906,29,부추,1,1줌
6899906,2,양파,2,1/2개
6899906,755,진간장,3,3Ts
6899906,224,고춧가루,4,2Ts
6899906,233,다진 마늘,5,1Ts
6899906,580,올리고당,6,1Ts
6899906,231,식초,7,1Ts
6899906,547,통깨,8,1Ts
6899906,666,참기름,9,약간
6899906,1005,얼음물,10,생략가능
6899911,302,닭가슴살,1,3덩이
6899911,234,우리 밀가루,2,2T
6899911,219,달걀,3,2개
6899911,440,빵가루,4,1종이컵
6899911,436,포도씨유,5,1종이컵
6899911,41,양상추(소),6,1개
6899911,26,대파,7,1대
6899911,343,무순,8,1팩
6899911,383,간장,9,5T
6899911,231,식초,10,5T
6899911,226,설탕,11,5T
6899911,233,다진마늘,12,1T
6899911,2,다진양파(중),13,1개
6899911,33,청고추,14,1개
6899911,33,홍고추,15,1개씩
6899929,66,갈치 한,1,마리
6899929,885,쌀뜨물,2,적당량
6899929,18,무,3,1/4개
6899929,2,양파,4,1/2개
6899929,26,대파,5,1대
6899929,296,청양고추,6,1개
6899929,33,홍고추,7,1개
6899929,344,멸치다시마 육수,8,600ml
6899929,501,소금,9,약간
6899929,477,고추장,10,1큰 술
6899929,224,고춧가루,11,2큰 술
6899929,226,설탕,12,0.5~1큰 술
6899929,233,다진 마늘,13,1큰 술
6899929,383,간장,14,2큰 술
6899929,585,소주,15,1큰 술
6899929,857,된장,16,약간
6899929,225,후춧가루,17,약간
6899933,588,알감자,1,30알정도
6899933,1005,물,2,적당히
6899933,89,다시마,3,약간
6899933,231,식초,4,2큰술
6899933,1005,물,5,약간
6899933,383,간장,6,8큰술
6899933,226,설탕,7,4큰술
6899933,580,올리고당,8,6큰술
6899933,666,참기름,9,1큰술
6899934,962,김치,1,1컵
6899934,962,김치국물,2,1국자
6899934,2,양파,3,1/2개
6899934,643,스팸,4,2/3개
6899934,344,멸치다시육수,5,5~6국자
6899934,508,식용유,6,약간
6899934,26,대파,7,약간
6899937,125,닭볶음탕용 닭,1,2마리
6899937,305,납작 당면,2,적당량
6899937,4,감자,3,3개
6899937,2,양파,4,1개
6899937,8,당근,5,1/2개
6899937,296,청양고추,6,2개
6899937,262,건고추,7,2개
6899937,26,대파,8,2대
6899937,614,월계수잎,9,4~5장
6899937,969,생강술,10,1큰술
6899937,383,간장,11,1컵
6899937,1005,물,12,1컵
6899937,482,흑설탕,13,2/3컵
6899937,671,참치액,14,2큰술
6899937,580,요리당,15,2큰술
6899937,233,다진마늘,16,1큰술
6899937,666,참기름,17,1큰술
6899937,501,소금,18,약간
6899937,666,참기름,19,1큰술
6899937,547,통깨,20,적당히
6899965,580,올리고당,2,1/2종이컵
6899965,226,설탕,3,1T
6899995,234,박력분,1,250g
6899995,907,실온 무염버터,2,100g
6899995,219,실온 달걀,3,1개
6899995,226,설탕,4,85g
6899995,377,베이킹파우더,5,2g
6899995,501,소금,6,2g
6900005,3,고구마,1,2개
6900005,234,밀가루,2,1컵
6900005,474,카레가루,3,1/3컵
6900005,710,파슬리가루,4,1/3컵
6900005,501,소금,5,약간
6900034,234,박력분,1,100g
6900034,133,레몬,2,1개
6900034,197,버터,3,50g
6900034,219,계란,4,2개
6900034,226,설탕,5,80g
6900034,377,베이킹파우더,6,2g
6900034,392,바닐라에센스,7,1티스푼(생략가능)
6900050,52,표고버섯,1,7~8개
6900050,8,당근,2,1/3개
6900050,2,양파,3,1/2개
6900050,755,진간장,4,2큰술
6900050,481,굴소스,5,1큰술
6900050,233,다진마늘,6,1큰술
6900050,580,올리고당,7,1큰술
6900050,291,깨,8,약간
6900055,103,팝콘용 옥수수,1,100g
6900055,508,식물성 오일,2,3T
6900055,197,버터,3,20g
6900055,226,설탕,4,50g
6900055,1005,생수,5,50g
6900055,197,버터,6,30g
6900118,499,국거리용 소고기,1,280g
6900118,18,무,2,300g
6900118,51,숙주,3,150g
6900118,26,대파,4,1뿌리
6900118,296,청양고추,5,2개
6900118,233,다진마늘,6,1큰술
6900118,969,생강술,7,1큰술
6900118,666,참기름,8,2큰술
6900118,224,고춧가루,9,2큰술
6900118,353,국간장,10,2큰술
6900118,948,액젓,11,2큰술
6900118,1005,물,12,1.2L
6900124,665,참치,1,2캔
6900124,2,양파,2,1/2개
6900124,8,당근,3,1/2개
6900124,21,피망,4,1/2개
6900124,26,대파,5,1대
6900124,233,다진마늘,6,1T
6900124,477,고추장,7,4T
6900124,666,참기름,8,약간
6900124,291,깨,9,약간
6900124,225,후춧가루,10,약간
6900135,232,또띠아,1,2장
6900135,1034,불고기,2,60g
6900135,41,양상추,3,20g
6900135,252,로메인상추,4,4장
6900135,5,파프리카,5,1/2개
6900135,21,피망,6,1/2개
6900135,213,슬라이스치즈,7,2장
6900135,523,허니머스타드,8,2큰술
6900147,576,진미채,1,1줌
6900147,228,마요네즈,2,1T
6900147,383,간장,3,3T
6900147,226,설탕,4,2T
6900147,580,올리고당,5,1T
6900147,233,다진마늘,6,1T
6900147,666,참기름,7,1T
6900147,547,통깨,8,1T
6900181,507,식빵,1,3장
6900181,197,버터,2,5T
6900181,233,다진마늘,3,2T
6900181,226,설탕,4,1T
6900181,710,파슬리가루,5,1T
6900184,327,두부,1,1모
6900184,665,참치,2,1캔
6900184,2,양파,3,1/2개
6900184,26,대파,4,1/2뿌리
6900184,1005,물,5,2부가잠길정도
6900184,224,고추가루,6,2.5스푼
6900184,383,간장,7,1.5스푼
6900184,394,새우젓,8,1스푼
6900184,293,맛술,9,1스푼
6900184,331,들기름,10,1스푼
6900184,580,올리고당,11,1스푼
6900184,233,다진마늘,12,0.5스푼
6900197,527,소면,1,4인분
6900197,7,오이,2,1개
6900197,477,고추장,3,4큰술
6900197,224,고춧가루,4,1큰술
6900197,755,진간장,5,2큰술
6900197,947,매실청,6,3큰술
6900197,226,설탕,7,3큰술
6900197,231,식초,8,5큰술
6900197,666,참기름,9,2큰술
6900197,354,깨소금,10,1큰술
6900197,233,다진마늘,11,1큰술
6900232,31,배추,1,10포기
6900232,18,무,2,5개
6900232,141,배,3,1개
6900232,157,사과,4,1개
6900232,673,찹쌀가루,5,
6900232,344,멸치다시마육수,6,
6900232,549,천일염,7,
6900232,226,설탕,8,
6900232,224,고춧가루,9,
6900232,337,멸치액젓,10,
6900232,26,대파(흰부분),11,
6900232,233,다진마늘,12,
6900232,461,다진생강,13,
6900232,78,생새우,14,
6900232,394,새우젓,15,
6900232,766,쪽파,16,
6900232,934,홍갓,17,
6900238,17,가지,1,2개
6900238,2,양파,2,1/2개
6900238,26,대파,3,1/2대
6900238,436,포도씨유,4,3큰술
6900238,547,통깨,5,1큰술
6900238,862,맛간장,6,2큰술
6900238,481,굴소스,7,1큰술
6900238,580,올리고당,8,1/2큰술
6900238,233,다진마늘,9,2큰술
6900238,33,홍고추 다진 것,10,1큰술
6900241,752,미국산 차돌박이,1,200g
6900241,29,부추,2,1줌(40g)
6900241,54,팽이버섯,3,1/2개(40g)
6900241,51,숙주,4,1줌(150g)
6900241,14,깻잎,5,10장
6900241,387,전분가루,6,2숟가락
6900241,857,된장,7,1숟가락
6900241,228,마요네즈,8,2숟가락
6900241,231,식초,9,1숟가락
6900241,233,다진마늘,10,1/2숟가락
6900241,227,꿀,11,1숟가락
6900241,224,고춧가루,12,1숟가락
6900241,354,깨소금,13,1숟가락
6900241,296,다진청양고추,14,1개
6900241,1005,물,15,2숟가락
6900248,424,밥,1,1공기
6900248,665,참치 150g,2,1캔
6900248,8,당근,3,조금
6900248,329,호박,4,조금
6900248,2,양파,5,1/4개
6900248,1005,물,6,1000ml
6900248,94,김 잘라서 고명,7,조금
6900248,666,참기름,8,1큰술
6900248,353,국간장,9,1큰술
6900248,508,식용유,10,1큰술
6900248,225,후추,11,조금
6900248,354,깨소금,12,조금
6900251,26,대파,1,2대
6900251,224,고춧가루,2,2큰술
6900251,231,식초,3,2큰술
6900251,226,설탕,4,1큰술 반
6900251,666,참기름,5,1큰술
6900251,383,간장,6,2큰술
6900251,354,깨소금,7,적당히
6900268,46,콩나물,1,380g
6900268,18,무,2,500g
6900268,531,황태,3,80g
6900268,219,계란,4,3개
6900268,766,쪽파,5,5대
6900268,296,청양고추,6,2개
6900268,501,소금,7,2T
6900268,666,참기름,8,2T
6900268,1005,물,9,3L
6900268,382,연두순,10,1T
6900275,81,굴,1,500g
6900275,501,소금,2,3T
6900275,288,까나리액젓,3,3T
6900275,224,고추가루,4,4T
6900275,580,올리고당,5,0.5T
6900285,691,순대,1,500g
6900285,14,깻잎,2,10장
6900285,296,청양고추,3,2개
6900285,2,양파,4,1개
6900285,8,당근,5,1/2개
6900285,20,양배추,6,1/4개
6900285,341,들깨가루,7,2T
6900285,477,고추장,8,3T
6900285,224,고춧가루,9,5T
6900285,226,설탕,10,3T
6900285,666,참기름,11,2T
6900285,233,다진 마늘,12,2T
6900285,291,참깨,13,1T
6900285,383,간장,14,2T
6900285,580,올리고당,15,1T
6900290,4,감자(중),1,6개
6900290,2,양파,2,1개
6900290,26,파,3,1개
6900290,501,소금,4,1숟가락
6900290,990,다시물,5,3대접
6900294,907,무염버터,1,50g
6900294,207,크림치즈,2,100g
6900294,226,설탕,3,70~80g
6900294,219,달걀(L),4,2개
6900294,893,바닐라익스트랙,5,1tsp
6900294,234,박력분,6,100g
6900294,704,아몬드가루,7,10g
6900294,377,베이킹파우더,8,4g
6900294,218,우유,9,30g
6900294,1047,오레오,10,6개
6900294,1047,오레오,11,6개
6900295,531,황태(북어),1,100g
6900295,26,대파,2,1개
6900295,296,청양고추,3,2개
6900295,219,달걀,4,5개
6900295,233,다진마늘,5,1작은술
6900295,501,소금,6,1작은술
6900295,225,후추,7,1꼬집
6900311,375,방울토마토,1,1줌 조금 넘게
6900311,2,양파,2,50그램
6900311,174,올리브,3,5스푼
6900311,250,레몬즙,4,3스푼
6900311,226,설탕,5,2스푼
6900311,397,발사믹,6,1스푼
6900311,371,바질,7,0.5스푼
6900311,501,소금,8,0.5스푼
6900325,516,채끝살,1,300g
6900325,219,계란,2,2개
6900325,234,밀가루,3,1/2컵
6900325,501,소금,4,톡톡
6900325,225,후추,5,
6900325,579,올리브유,6,
6900325,855,청주,7,1스푼
6900402,500,단무지,1,1/4개
6900402,26,대파,2,1뿌리
6900402,296,청양고추,3,1개
6900402,224,고춧가루,4,1Ts
6900402,226,설탕,5,1Ts
6900402,233,다진 마늘,6,1ts
6900402,666,참기름,7,1Ts
6900402,547,통깨,8,1ts
6900402,480,검은깨,9,1ts
6900423,327,두부,1,1/2모
6900423,290,크래미,2,1봉지
6900423,219,달걀,3,5개
6900423,8,당근,4,조금
6900423,14,깻잎,5,1장
6900423,501,소금,6,1스푼
6900423,2,양파 기름(식용류),7,2스푼
6900423,225,후추가루,8,조금
6900423,666,참기름,9,조금
6900443,982,황태채,1,1줌
6900443,197,버터,2,2스푼
6900443,226,설탕,3,1/2스푼
6900443,710,파슬리가루,4,톡톡
6900467,63,낙지,1,2마리
6900467,2,양파,2,1개
6900467,26,대파,3,1대
6900467,224,고추가루,4,3T
6900467,383,간장,5,3T
6900467,226,설탕,6,1T
6900467,345,물엿,7,1T
6900467,233,다진마늘,8,1T
6900467,666,참기름,9,1T
6900467,547,통깨,10,1T
6900474,234,중력분,1,300g
6900474,1005,따뜻한 물,2,160ml
6900474,508,식용유,3,20g
6900474,916,팥앙금,4,300~320g
6900474,226,설탕,5,20g
6900474,501,소금,6,5g
6900474,875,드라이이스트,7,4g
6900474,377,베이킹파우더,8,4g
6900474,510,쑥 가루,9,2큰술(생략가능)
6900475,499,소고기(양지),1,230g
6900475,46,콩나물,2,180g
6900475,18,무 (3x3),3,1쪽
6900475,26,대파,4,1/2개
6900475,344,멸치육수,5,11컵
6900475,28,마늘,6,1큰술
6900475,224,고춧가루,7,3큰술
6900475,353,국간장,8,1큰술
6900475,501,소금,9,0.5작은술
6900475,666,참기름,10,0.5큰술
6900475,225,후추,11,약간
6900483,234,박력분,1,240g
6900483,197,버터,2,120g
6900483,219,달걀,3,1개
6900483,501,소금,4,2g
6900483,377,베이킹파우더,5,2g
6900483,226,설탕,6,100g
6900483,911,초코칩,7,50g
6900492,219,계란,1,2개
6900492,2,양파,2,1/2개
6900492,643,스팸,3,150g
6900492,424,밥,4,1그릇
6900492,383,간장,5,2스푼
6900492,226,설탕,6,2스푼
6900492,228,마요네즈,7,적당량
6900516,323,멸치,1,1줌
6900516,18,무,2,1/2개
6900516,2,양파,3,1/2개
6900516,383,간장,4,5T
6900516,224,고추가루,5,3T
6900516,345,물엿,6,4T
6900516,28,마늘,7,2T
6900516,27,생강 2분의,8,1작은술
6900516,293,맛술,9,100ml
6900526,4,감자,1,2개
6900526,2,양파,2,1/4개
6900526,8,당근,3,조금
6900526,383,조림간장,4,3큰술
6900526,226,설탕,5,1스푼
6900526,580,올리고당,6,2스푼
6900526,666,참기름,7,1/2스푼
6900526,547,통깨,8,약간
6900559,507,식빵,1,1장
6900559,21,피망,2,1/2개
6900559,2,양파,3,1/2개
6900559,410,베이컨,4,1줄
6900559,874,스파게티소스,5,1.5T
6900559,215,피자치즈,6,넉넉히
6900566,55,느타리버섯,1,1팩
6900566,26,대파,2,1/3개
6900566,290,그래미 or 맛살,3,2개
6900566,219,계란,4,2개
6900566,501,소금,5,3꼬집
6900566,225,후추,6,톡톡
6900566,666,참기름,7,약간
6900566,508,부침용 식용유,8,적당량
6900577,161,아보카도,1,1개
6900577,579,올리브오일,2,2T
6900577,501,소금,3,1꼬집
6900577,225,후추,4,1꼬집
6900577,161,아보카도,5,1개
6900577,579,올리브오일,6,1T
6900577,215,피자치즈,7,50g
6900577,225,후추,8,1꼬집
6900577,219,달걀,9,1개
6900601,507,식빵,1,2장
6900601,226,설탕,2,1/2T
6900601,504,캔옥수수,3,2T
6900601,228,마요네즈,4,적당히
6900601,215,피자치즈,5,적당히
6900614,491,돼지고기,1,300g
6900614,4,감자,2,1개
6900614,2,양파,3,1/3개
6900614,33,청고추,4,1개
6900614,33,홍고추,5,1개
6900614,327,두부,6,1/2모
6900614,26,대파,7,1/2뿌리
6900614,323,멸치,8,10마리
6900614,89,다시마,9,2장
6900614,1005,물,10,600ml
6900614,477,고추장,11,3큰술
6900614,225,후추,12,4톡톡
6900614,233,다진마늘,13,1큰술
6900624,684,지리멸치,1,50g
6900624,193,호두,2,50g
6900624,26,파,3,10g
6900624,226,설탕,4,1/2큰술
6900624,862,맛간장,5,1큰술
6900624,580,올리고당,6,1큰술
6900624,547,통깨,7,1작은술
6900624,508,식용유,8,1큰술
6900646,858,떡국떡,1,200g
6900646,766,송송 썬 쪽파,2,1줌
6900646,547,통깨,3,약간
6900646,477,고추장,4,2큰술
6900646,508,식용유,5,2큰술
6900646,226,설탕,6,2큰술
6900646,580,올리고당,7,1큰술
6900646,1005,물,8,300ml
6900650,465,골뱅이,1,1캔(400g짜리)
6900650,8,당근,2,1/2개
6900650,2,양파,3,1/2개
6900650,7,오이,4,1/2개
6900650,576,진미채 또는 북어채,5,적당량
6900650,14,깻잎,6,취향껏
6900650,26,대파,7,1/2대
6900650,296,청양고추,8,취향껏
6900650,527,소면,9,1줌
6900650,477,고추장,10,3.5큰술
6900650,277,고운 고춧가루,11,1큰술
6900650,226,설탕,12,3.5큰술
6900650,231,식초,13,3.5큰술
6900650,233,다진 마늘,14,1큰술
6900650,666,참기름,15,1큰술
6900650,547,통깨,16,적당량
6900678,219,달걀,1,2개
6900678,424,밥,2,1공기
6900678,755,진간장,3,1숟가락
6900678,666,참기름,4,2숟가락
6900682,424,밥,1,1공기
6900682,410,베이컨,2,6줄
6900682,213,슬라이스치즈,3,1장
6900682,501,소금,4,약간
6900682,225,후추,5,약간
6900682,666,참기름,6,1숟가락
6900682,547,통깨,7,약간
6900689,18,무,1,1/3토막(550g)
6900689,331,들기름,2,2스푼
6900689,233,다진마늘,3,1/2스푼
6900689,544,꽃소금,4,1tea스푼
6900689,291,깨,5,약간
6900699,499,소고기샤브샤브,1,
6900699,19,미나리,2,
6900699,55,느타리버섯,3,
6900699,2,양파,4,
6900699,1005,물,5,2리터
6900699,18,무,6,1/4개
6900699,2,양파,7,1/2개
6900699,26,대파,8,1대
6900699,33,홍고추,9,
6900699,296,청양고추,10,
6900699,89,자른 다시마,11,5-6개
6900699,323,멸치,12,1/2줌
6900699,224,고춧가루,13,3T
6900699,477,고추장,14,1T
6900699,383,간장,15,2T
6900699,233,다진마늘,16,2T
6900699,501,소금,17,1/2t
6900699,225,후춧가루,18,1/2t
6900699,296,다진 청양고추,19,2T
6900713,346,명란젓,1,
6900713,18,무,2,1줌
6900713,327,두부,3,1/8모
6900713,26,파,4,2대
6900713,296,청양고추,5,1개
6900713,28,마늘,6,1작은술
6900713,477,고추장,7,1작은술
6900713,277,고운고춧가루,8,1작은술
6900713,671,참치액,9,1숟가락
6900736,932,신 김치,1,350g
6900736,567,참치 캔,2,1개
6900736,2,양파,3,1/3개
6900736,391,부침가루,4,1컵
6900736,1005,물,5,1/3컵
6900736,508,식용유,6,적당량
6900739,4,감자 중,1,2개
6900739,643,스팸 작은 통,2,1개
6900739,2,양파,3,1개
6900739,296,청양고추,4,2~3개
6900739,26,파,5,1/4대
6900739,1005,물,6,400ml
6900739,383,간장,7,3큰술
6900739,224,고춧가루,8,2큰술
6900739,477,고추장,9,1큰술
6900739,347,미림,10,1큰술
6900739,226,설탕,11,1큰술
6900739,233,다진 마늘,12,1큰술
6900739,857,된장,13,1티스푼
6900739,225,후추,14,조금
6900758,859,등갈비,1,600g
6900758,614,월계수 잎,2,조금
6900758,866,통후추,3,조금
6900758,1005,물,4,350ml
6900758,226,설탕,5,2Ts
6900758,383,간장,6,4Ts
6900758,852,매실액,7,1Ts
6900758,345,물엿,8,2Ts
6900758,293,맛술,9,2Ts
6900758,666,참기름,10,1Ts
6900758,233,다진 마늘,11,2Ts
6900758,28,마늘,12,5톨
6900830,932,묵은지,1,1포기
6900830,340,삼겹살,2,2컵
6900830,2,양파,3,1개
6900830,296,매운고추,4,1줌
6900830,26,송송 썬 파,5,3줌
6900830,233,다진마늘,6,1큰술
6900830,226,설탕,7,1큰술
6900830,383,간장,8,2+1/2큰술
6900830,394,새우젓,9,2큰술
6900830,224,고춧가루,10,2+1/2큰술
6900830,857,된장,11,1/2큰술
6900830,857,* 된장 대신 맛술,12,2큰술
6900875,340,삼겹살,1,500g
6900875,27,생강,2,30g
6900875,383,간장,3,1큰술
6900875,226,설탕,4,1/2큰술
6900875,347,미림,5,1작은술
6900875,855,청주,6,1작은술
6900903,6,애호박,1,1/4개
6900903,2,양파,2,1/4개
6900903,78,새우,3,6마리
6900903,26,파,4,1/8줄기
6900903,579,올리브오일,5,2큰술
6900903,394,새우젓,6,1작은술
6900903,233,다진마늘,7,1작은술
6900903,666,참기름(들기름),8,약간
6900903,547,통깨,9,기호에따라
6900906,858,떡국떡,1,250g
6900906,57,새송이버섯,2,1개
6900906,2,양파,3,1/4개
6900906,410,베이컨,4,3줄
6900906,766,쪽파,5,4대
6900906,508,식용유,6,1스푼
6900906,383,간장,7,3스푼
6900906,233,다진 마늘,8,1스푼
6900906,580,올리고 당,9,2스푼
6900906,293,맛술,10,2스푼
6900906,666,참기름,11,1스푼
6900906,225,후춧가루,12,약간
6900906,547,통깨,13,0.5스푼
6900932,499,소고기 (불고기용),1,600g
6900932,580,올리고당,2,1Ts
6900932,755,진간장,3,5Ts
6900932,666,참기름,4,2Ts
6900932,345,물엿,5,1Ts
6900932,293,맛술,6,2Ts
6900932,233,다진 마늘,7,1Ts
6900932,459,생강가루,8,조금
6900932,225,후추,9,조금
6900932,2,양파,10,1/2개
6900932,141,배,11,1/2개
6900932,8,당근,12,1개
6900932,26,대파,13,1뿌리
6900945,491,돼지고기,1,400g
6900945,962,김치,2,1/4포기
6900945,26,대파,3,2대
6900945,2,양파,4,1/4개
6900945,477,고추장,5,1숟가락
6900945,224,고춧가루,6,1숟가락
6900945,233,다진마늘,7,1숟가락
6900945,293,맛술,8,2숟가락
6900945,226,설탕,9,1숟가락
6900945,461,다진생강,10,1/4숟가락
6900945,580,올리고당,11,1숟가락
6900945,225,후추,12,약간
6900945,666,참기름,13,1숟가락
6900955,424,밥,1,1인분
6900955,567,참치통조림,2,1캔(100g)
6900955,219,달걀,3,2개
6900955,2,양파,4,1/2개
6900955,228,마요네즈,5,약간
6900955,508,식용유,6,약간
6900955,228,마요네즈,7,3숟가락
6900955,2,다진양파,8,1숟가락
6900955,501,소금,9,약간
6900955,225,후추,10,약간
6900955,383,간장,11,2숟가락
6900955,580,올리고당,12,2숟가락
6900955,293,맛술,13,2숟가락
6900955,766,송송 썬 쪽파,14,약간
6900994,499,소고기 척아이롤,1,390g
6900994,4,감자,2,1개
6900994,2,양파,3,1/2개
6900994,8,당근,4,1/2개
6900994,293,맛술,5,2큰술
6900994,383,간장,6,5큰술
6900994,345,물엿,7,2큰술
6900994,226,설탕,8,1큰술
6900994,2,간양파,9,1/2개
6900994,666,참기름,10,1/2큰술
6900994,766,쪽파,11,1개
6900994,233,다진마늘,12,1작은술
6900994,225,후추,13,약간
6900996,552,사각어묵,1,10장
6900996,990,멸치 다시마 육수,2,2컵
6900996,477,고추장,3,2스푼
6900996,233,다진 마늘,4,1스푼
6900996,224,고춧가루,5,1스푼
6900996,383,간장,6,2스푼
6900996,293,맛술,7,2스푼
6900996,580,올리고 당,8,1스푼
6900996,225,후춧가루,9,적당량
6900998,981,떡볶이떡,1,3+1/2종이컵
6900998,26,송송 썬 대파,2,1/2대
6900998,508,식용유,3,적당량
6900998,755,진간장,4,3숟가락
6900998,580,올리고당,5,2숟가락
6900998,233,다진마늘,6,1/2숟가락
6900998,666,참기름,7,1숟가락
6901011,219,계란,1,
6901011,33,고추,2,
6901011,233,다진마늘,3,
6901011,26,대파,4,
6901011,2,양파,5,
6901011,383,간장,6,
6901011,345,물엿(설탕),7,
6901012,984,치킨너겟,1,13조각
6901012,183,으깬땅콩,2,약간
6901012,477,고추장,3,1/2T
6901012,224,고추가루,4,1/2T
6901012,732,케찹,5,1T
